gene_name	HCM-CSHL-0080-C25-01A	HCM-SANG-0291-C15-85A-01R-A80W-32	HCM-SANG-0265-C18-85A	HCM-CSHL-0160-C18-01B	HCM-SANG-0269-C18-85A-01R-A80W-32
RPS15AP36	4	0	5	3	7
VN2R17P	0	5	2	1	2
ZNF580	195	950	159	283	527
AC245036.1	0	0	0	0	0
PABPN1P1	33	1	12	94	52
ZNF611	1010	168	446	867	298
KLK9	0	0	0	0	0
SYT3	10	0	0	5	5
NUP62	2203	3585	1474	927	1177
COX20P1	4	1	91	3	1134
CFL1P4	1	0	1	2	0
AL354983.1	1	0	1	4	2
CGB8	139	0	0	0	0
NDUFA3P3	0	0	0	0	0
AURKAP1	4	0	5	5	0
RPL23AP80	0	0	2	0	9
AL445305.1	20	5	4	28	14
AC093422.1	4	1	7	28	0
AC097065.1	2	0	0	0	2
EEF1A1P32	36	0	17	114	5
DENND1B	1175	420	598	1731	225
OR5S1P	0	0	0	1	0
HNRNPA1P34	6	0	1	10	0
TPM3P1	15	0	14	97	0
RPL5P5	7	4	6	22	35
EEF1B2P7	23	0	5	90	12
C1orf220	29	9	18	61	33
AL365357.1	13	1	146	93	33
AL031864.1	0	1	4	0	5
PFN1P11	2	0	0	4	0
Z99572.1	146	237	178	255	312
RPL29P7	2	1	1	9	9
SFT2D2	8422	1337	5562	6273	872
AL009178.1	0	0	1	2	0
CEP43	362	212	402	980	685
AC092447.1	0	1	1	2	0
AL451050.1	0	0	19	4	0
KRT8P40	1	0	2	3	0
HMGB3P6	2	1	4	2	0
LPAL2	94	1	28	52	7
CHP1P2	0	0	0	0	0
RPL31P11	1	0	1	6	9
AL627422.1	2	0	1	0	0
AL390955.1	1	0	1	1	0
SCAF8	2754	2933	2427	1965	1189
AL354714.2	10	11	11	5	40
ARPC1BP1	0	0	1	1	0
PPP1R14BP2	1	0	1	2	0
VPS26CP1	0	0	0	1	0
CFAP45	34	137	18	16	50
AL356535.1	3	2	11	10	844
ACKR1	118	0	0	54	0
PDCL3P5	42	0	12	7	7
SCYL2P1	59	3	12	74	5
PHBP1	1	0	0	2	2
ZNF254	642	443	1013	984	789
KRT18P68	4	2	2	1	2
NPM1P46	0	14	15	6	33
AHCYP5	0	0	1	1	0
BTF3L4P3	0	1	0	1	0
AL365223.1	15	0	8	50	7
RNF11P1	2	0	0	1	0
COX5BP2	0	0	0	0	0
TUBB8P8	1	2	0	0	0
AC104131.1	1	0	0	1	0
MEMO1P2	4	0	1	0	2
CHCHD2P4	0	0	0	2	2
LIN28AP1	5	0	0	0	0
AL590867.1	0	0	0	3	0
RPL23AP46	0	0	0	1	2
TCTEX1D2	15	12	22	24	97
TXNL4AP1	0	0	0	0	0
RPL32P31	0	0	0	2	12
EEF1DP5	0	0	0	3	7
YWHAZP4	11	5	10	6	2
PPP1R14BP5	11	0	6	15	0
ARF1P2	32	0	6	71	9
CRYGS	51	23	80	127	135
ELK2AP	0	0	0	0	0
AC084880.1	2	3	6	8	2
CRIP1	31	87	2	8	7
RPL23AP60	0	0	0	0	0
JPT1P1	0	0	0	1	2
CNN2P9	11	6	7	10	0
AL512430.1	16	1	2	10	7
RPL7AP60	20	1	12	23	38
AP001979.1	0	0	0	1	0
AC007547.1	0	0	1	2	0
AC108734.1	0	0	1	0	5
GAPDHP36	1	0	0	0	0
CEND1P1	0	0	0	0	0
KLHL23	452	2314	1448	1202	1661
Metazoa_SRP.6	2	0	1	1	0
AC069218.1	2	3	11	8	208
SAR1AP2	15	0	0	16	0
LINGO4	2	3	1	3	0
AL031985.1	9	0	0	3	0
AC026316.1	0	0	0	0	2
RPL13P6	49	0	8	34	26
PRDX2P4	0	0	0	0	17
RPL22P1	28	47	41	35	388
RPL17P41	1	0	0	0	9
RPL36AP48	9	1	4	24	102
OR10N1P	0	0	0	1	0
OR10D5P	0	0	0	2	0
RPS7P8	0	0	2	3	40
AP003040.1	1	0	0	1	0
FAM24B	53	50	84	27	248
TRIM59	574	395	572	298	891
COPS5P1	0	0	0	2	2
YBX1P4	7	1	8	25	0
BTF3L4P2	11	3	6	34	50
MLLT11	126	113	41	42	45
CDK7P1	0	1	5	2	12
NUDCP1	76	1	12	34	19
ASIC3	34	267	20	19	168
FABP5P10	0	0	0	1	7
GIMAP1	148	2	2	90	2
AL049697.1	44	6	22	103	14
STRADBP1	0	1	1	2	0
AC005229.1	0	0	1	1	0
AC005229.2	0	0	1	1	2
KRT18P64	0	0	0	0	0
NCLP1	31	3	60	177	57
CCDC183	29	36	77	50	135
ARHGEF35	71	392	155	13	90
OR2F1	1	0	2	17	0
AC007066.1	20	0	14	54	33
CSH2	0	0	0	3	0
DNLZ	3	3	14	3	0
TOMM40P4	331	43	1	59	43
NOC2LP1	4	1	1	8	2
AC242426.1	6	2	0	3	0
RPL12P38	3	5	17	8	468
TCL1B	0	0	0	1	0
PPP1R2P10	1	1	0	1	0
RPL23AP62	1	0	0	3	0
ST13P10	14	1	5	22	0
EEF1A1P16	11	8	23	3	31
YWHAZP2	10	9	11	17	9
PTMAP10	3	5	0	3	21
AC008155.1	0	0	2	0	0
NPM1P32	3	2	8	1	5
H3P4	1	0	1	0	0
SUPT4H1	0	1	5	36	2
AL355863.1	0	8	0	0	0
RBMS2P1	16	47	6	13	24
AP001282.1	1	4	2	7	2
RPL12P42	2	5	6	10	57
YWHAZP5	7	3	23	4	5
EEF1B2P6	5	10	13	6	310
VDAC2P3	4	0	1	10	2
NIP7P2	1	0	0	0	0
TSGA13	0	0	1	8	0
RPS6P26	0	0	4	3	61
RPL6P25	0	0	2	3	35
RPL7AP9	0	0	1	2	0
IFITM9P	0	0	14	55	9
MARCKSL1P1	38	2	13	65	2
Z97192.2	20	0	0	77	0
AC090114.1	18	14	20	46	851
NRAS	1494	4169	2648	3411	4110
RPL23AP45	0	0	0	0	0
AP001102.1	16	0	4	10	0
PGK1P2	2	2	9	4	9
AC010099.1	2	0	2	0	227
AC012618.1	4	1	3	14	24
RPL22P10	0	0	1	1	2
AC005521.1	0	3	2	0	17
ZNF625.ZNF20	0	0	0	0	0
HNRNPA3P6	8	31	2	25	17
HMGB3P11	0	0	0	1	0
AC015983.1	24	0	1	0	12
AC008481.1	7	0	8	26	203
AC008481.2	7	6	11	11	28
HNRNPCP6	7	3	1	1	7
RPL18P11	1	3	2	2	38
RPL9P18	1	2	2	1	78
CYCSP19	0	3	0	3	0
RPL7AP34	7	6	3	5	28
AL122020.1	9	25	19	14	1063
LTC4S	33	15	22	19	14
AC009078.1	1	1	0	2	0
RPS7P11	19	28	45	28	506
AC104117.1	2	0	8	10	5
AC108073.1	0	1	1	3	7
SLC25A5P6	0	0	0	1	5
NPM1P50	0	0	0	0	0
CLNS1AP1	0	0	0	0	0
ANKRD39	82	67	72	198	180
ATF4P1	0	0	0	1	2
QTRT1	372	763	910	322	848
CHUK	992	1738	2502	1169	1134
RPL21P18	1	0	2	1	50
PCNPP3	1	0	1	0	0
MXD3	100	407	241	133	461
GAPDHP44	22	0	9	20	9
CNN2P8	1	0	0	2	0
AC092933.1	1	0	0	4	0
AC004884.1	7	0	6	15	12
FTH1P12	8	6	2	11	35
RPS3P6	3	6	5	16	137
AP000593.1	0	0	1	2	0
GSTM2	75	19	20	172	655
ST13P11	3	0	0	6	0
RANP6	3	1	3	3	12
NAP1L1P3	2	6	4	6	14
LINC00671	2	6	0	6	5
GAPDHP71	7	0	68	14	7
COG8	271	452	288	169	156
AC104297.1	1	0	4	10	35
EIF4E2P1	19	0	1	28	5
AC105052.2	18	5	18	14	33
AC022217.1	2	0	1	0	0
ARHGAP19	286	327	1047	445	376
AC091980.1	0	0	0	9	0
RPSAP46	0	1	5	9	9
HAUS7	34	9	33	42	9
LCAT	178	85	58	145	158
RPS2P17	7	50	11	7	76
RPL12P18	0	1	10	15	2
MAGEA12	1	0	0	4	2
PTPRCAP	0	0	0	0	0
CISD1P1	5	0	2	3	0
ANXA2P1	26	9	17	166	17
C1QBPP2	45	4	6	50	9
RBM22P2	19	0	1	10	2
HNRNPA1P33	4	3	0	0	0
PVRIG	14	5	8	44	2
AC008677.1	1	0	1	3	0
KRTAP4.12	0	0	0	1	0
KRTAP2.4	0	0	0	2	0
GPC2	71	37	152	30	113
AC099670.1	0	1	0	3	9
RBMX2P2	0	0	1	4	0
KRT222	2	1	0	3	0
HSPD1P1	7	23	35	23	175
AC080014.1	2	0	0	16	0
RPL17P34	2	1	3	5	40
RPLP1P6	11	106	41	3	40
VTI1BP2	2	0	5	9	2
ATP6V0CP3	5	0	0	1	0
YBX2P1	7	1	1	7	5
OR5AC1	0	0	0	2	0
H2AZP1	19	0	9	46	0
RPL18AP3	35	257	122	25	5476
NPM1P7	0	0	0	0	0
SIPA1	1801	1074	470	349	926
RPS23P2	1	0	1	0	17
GAPDHP28	0	0	0	2	0
VDAC1P7	1	0	1	3	2
OR6C69P	0	0	0	2	0
AKR1B1P2	0	0	0	3	0
FTH1P3	23	8	11	50	43
PPIAP82	0	0	0	0	0
AL672212.1	1	0	0	0	5
ERV3.1	619	3001	948	813	480
SYNJ2BP	2315	2495	1759	1598	2134
ARL2	570	919	678	145	1780
HMGB1P37	1	0	2	8	14
FIRRE	523	567	56	78	1827
AC073594.1	0	0	0	0	0
TTLL13P	9	5	4	8	12
CFL1P2	0	1	2	2	0
AC093816.1	0	0	1	0	0
NDUFAF4P2	12	0	1	3	0
EIF4A1P8	15	0	1	31	0
AC108039.1	2	0	0	4	2
ASS1P4	0	0	0	1	0
AC008716.1	0	0	0	2	0
AL627231.1	1	0	0	0	0
NT5C3AP1	6	18	26	18	31
ACTN4P1	2	2	4	3	0
RPL26P13	0	0	0	2	0
TPT1P13	26	5	1	2	2
LAP3P2	0	0	0	0	0
PPIAP16	2	0	3	9	5
GBP7	7	1	1	7	0
IMPDH1P5	28	6	21	23	2
AL731556.1	8	4	5	29	0
RBMXL1	603	945	534	659	383
AC132008.1	2	8	1	4	2
RAC1P5	0	2	0	3	5
SRA1	604	1174	1278	390	1668
FAM32CP	0	0	0	0	0
SETP8	2	1	3	3	0
AC026826.1	1	0	1	0	0
AL359073.1	7	0	5	10	7
MTHFD2P5	0	0	0	3	2
STIMATE	25	18	14	56	17
GNG5P1	0	0	0	1	0
KRT8P41	6	4	2	1	0
YBX1P6	3	2	6	35	5
TXN2P1	10	1	0	6	2
AC007000.1	40	8	30	76	2273
RARRES2P2	1	0	0	0	2
VN1R64P	0	0	0	0	0
PPIAP81	0	0	0	3	0
AC005077.1	2	0	0	2	0
DNAJC9	192	646	655	139	470
RPLP0P6	100	449	880	77	3323
AL359692.1	1	0	0	0	0
AC068050.1	0	0	1	3	2
HMGN2P32	0	0	0	0	0
HNRNPA1P64	0	0	1	3	0
AC103591.1	1	1	11	9	7
AC103591.2	0	16	9	10	0
C8orf82	306	2020	760	276	428
HNRNPA1P13	0	0	1	4	0
GTF3C6P2	3	0	6	16	0
LDHAP5	6	1	3	4	2
CPLX3	0	0	0	0	0
AL096829.1	5	0	1	1	7
VDAC1	4196	20299	19729	5229	15240
AC126120.1	0	0	0	3	0
ZBTB9	339	891	839	238	286
AL807752.1	19	2	19	61	19
PPIAP42	13	1	14	68	26
TMX2	1903	2746	3537	1300	2247
GAPDHP25	0	0	2	2	0
AL049873.1	7	8	13	20	629
SLX1A.SULT1A3	2	0	0	0	0
U73169.1	30	1	5	22	2
KRT18P19	7	0	1	17	2
AC022882.1	0	0	0	3	0
AC111200.1	0	0	0	1	0
AKR1B10P1	1	20	0	5	0
OR4A45P	0	0	0	0	0
SLC25A14P1	20	1	6	27	0
RPL7AP50	1	105	53	5	1097
FAM220CP	0	0	2	6	9
RPL11P3	88	0	29	179	154
HEXA	1239	865	341	893	9
NDUFS3	995	902	1895	472	4337
AL121657.1	14	0	1	3	5
RPSAP54	4	10	24	2	137
LEPROT	4273	2515	1117	2681	1354
LBH	5095	67	209	1166	99
BOLA3P3	0	0	2	12	0
ADAT3	46	200	79	45	35
PPP1CB	10465	6618	5829	6444	6747
EEF1DP4	7	6	4	10	2
RPL7AP4	2	1	0	3	9
AC016769.1	0	0	0	1	0
VN1R37P	0	0	0	0	0
SAPCD2P1	0	0	0	0	0
SLC25A1P3	0	0	1	0	0
SULT1A4	0	0	0	0	0
AC092447.2	1	2	1	3	2
HMGB3P30	0	0	1	2	0
RPL22P22	0	0	0	1	0
GPSM3	568	904	187	199	61
AC010493.1	0	0	0	0	2
RPL31P44	1	0	0	1	14
LAT	9	6	6	40	9
RSU1P3	46	0	0	110	0
AC106806.1	0	0	0	3	19
AC010409.1	0	0	1	5	5
RPS16P8	0	0	0	0	0
PGGT1BP1	0	1	1	1	2
AL137074.1	0	0	1	10	0
OLA1P2	0	0	1	3	5
NCKIPSD	570	1804	673	291	697
SLC25A5P3	1	1	4	6	7
ATF6B	1524	5647	1445	1077	1293
AC002056.1	2	4	1	3	24
LDHBP2	1	1	0	5	12
TREX1	0	0	0	0	0
AL360271.1	0	0	0	3	0
SEC14L1P1	60	11	39	37	19
S1PR3	977	0	6	483	7
RPS7P14	1	0	1	3	33
CTBP2P6	0	1	0	0	0
CAPZA1P3	0	0	0	2	0
SLC35F6	1929	854	2586	1516	674
RPL17P50	46	9	21	42	130
SETP22	4	0	4	7	2
AL138847.1	14	0	9	10	2
EEF1A1P15	0	1	0	3	0
RHOG2P	7	4	5	10	17
HMGB1P10	16	42	44	41	64
SLC16A14P1	0	0	0	2	0
PHBP7	2	0	1	1	5
PIGCP1	127	9	53	100	19
FAM209B	5	5	6	8	24
FABP5P5	4	0	1	10	0
AC004692.1	7	1	1	6	5
CLIC1	8835	18956	12638	4021	17124
HMGN2P30	7	0	1	8	2
DDAH2	1305	1400	1274	471	1156
PRDX2P2	0	0	0	1	2
RPS2P52	0	0	0	2	0
AP000533.1	0	0	0	0	0
RPS16P2	7	0	2	2	5
POLD2P1	0	23	0	1	0
RAB5CP1	22	0	10	51	9
ANAPC10P1	9	0	1	25	9
BRI3P2	0	0	0	0	0
PPIAP68	1	0	0	3	0
SERBP1P1	6	10	6	9	7
RPS29	4251	8065	9179	2434	199894
ZNF337.AS1	120	59	233	222	206
RPS10P14	5	0	1	10	7
WASHC3P1	0	0	0	2	0
AP002982.1	2	9	1	4	14
AL008718.1	0	0	0	1	2
CENPBD1P1	614	986	534	206	586
KPNA4P1	12	8	12	68	12
AC093270.1	7	3	6	16	0
RPS3AP20	22	32	33	69	369
UGT2B11	0	0	0	32	0
ATP6V1G2	5	6	4	10	0
MT1P1	0	7	6	1	7
ZNF134	1079	1	343	372	260
ACTBP2	19	3	11	13	2
FAM210CP	3	0	13	1	0
KRT8P37	1	9	1	5	0
EIF1P7	20	9	1	47	12
AC010904.1	1	0	0	0	0
AC011487.1	7	0	0	8	28
HNRNPA1P32	0	2	0	2	0
AC107956.2	2	0	5	11	0
GTF2H4	5	4	1	6	7
PSMC1P2	29	0	26	6	0
DDX47	97	9	47	174	173
RPL35P4	0	0	1	0	9
AKR1B1P3	7	0	0	2	2
NHP2P2	0	0	0	3	2
RPL7AP38	0	0	2	5	7
OLA1P1	6	13	13	21	111
AC104212.2	0	1	1	0	5
ZNF888	833	754	514	750	513
AC004129.1	0	1	0	3	5
ZNF845	596	495	681	548	1267
ZNF321P	59	106	59	97	147
KLRK1	12	0	1	16	0
CNN2P4	7	1	2	3	2
RPL13P2	2	3	1	3	17
CEACAM18	64	3	16	3	5
CFL1P5	10	3	1	10	12
TMX2P1	147	53	322	136	265
SUGT1P2	33	1	11	39	14
AC104306.1	2	0	2	2	71
AC098590.1	0	8	1	2	17
EMP2	1996	4605	6000	1352	3214
CNN2P6	1	0	2	3	0
VDAC1P2	1	2	10	3	12
AL080243.1	0	3	2	2	0
KCTD11	495	262	624	140	71
RPL21P75	7	16	45	10	558
AC044787.1	7	33	48	29	328
EEF1B2P2	2	4	1	5	85
YBX1P10	20	54	18	36	40
AL049830.1	1	3	1	2	24
TAF9BP1	35	2	9	110	5
AC092798.1	19	1	9	32	151
PPIAP86	0	0	0	2	0
AC005019.1	0	0	1	3	28
RPL7AP64	16	1	1	5	0
CFL1P7	0	0	0	1	0
RPL7AP7	1	0	1	0	7
NPM1P6	3	29	47	8	203
CYB5AP4	0	0	0	0	0
RPL13AP7	20	19	26	19	551
UBD	1	1	0	4	0
LINC01521	77	90	64	16	24
PPM1N	35	261	69	53	116
RPL3P6	146	5	37	167	31
CEACAM16	6	19	6	25	2
AC109486.1	0	0	3	1	12
RPS17P1	1	0	0	4	9
SLC23A3	20	10	8	67	19
LTB4R	219	161	40	191	324
LIPE.AS1	15	34	21	65	73
LTB4R2	39	14	24	88	28
CYP2A7P1	0	0	0	1	0
OR2G1P	0	0	0	3	0
RPL13P	0	0	0	0	0
RPL5P8	11	0	0	3	17
DNASE1	890	507	1017	1042	704
MDP1	0	0	1	0	0
LEUTX	0	0	0	1	0
CSNK1E	2203	3694	1784	974	2323
HNRNPH1P2	0	0	0	1	0
NPM1P33	0	3	4	2	5
MSRB1P1	0	0	0	0	0
CCL27	0	0	0	0	0
IRF9	286	39	30	371	109
GALT	140	316	405	255	1262
HBE1	0	0	0	1	0
HBG1	0	0	0	0	0
RPL22P16	3	9	4	10	54
CLDN9	185	65	76	13	284
SEPHS1P6	2	2	3	2	7
AC091153.1	6	7	21	7	454
AC026477.1	0	0	1	0	9
AC005840.1	8	6	3	26	147
KRT18P17	2	17	8	3	26
DNAJB1P1	0	0	0	2	0
ITGA1	11509	141	1665	4837	19
RPS10P2	25	2	4	3	40
ATP5PDP3	0	0	0	0	5
AC112187.1	0	0	2	3	0
KRT18P29	7	7	5	0	2
AL035419.1	4	0	1	3	0
API5P2	7	0	1	3	0
AC019080.1	181	155	76	146	109
CHCHD4P4	6	0	1	18	2
NUDT19	743	1450	894	630	475
ZNF726	15	137	5	61	5
AC006122.1	17	2	7	26	33
AL024509.1	4	0	2	9	0
ZNF99	27	0	0	22	0
AC010615.1	16	68	192	120	59
TAX1BP3	3	0	7	1	2
RPL7AP14	2	1	5	11	87
AC007277.1	3	8	231	62	61
AP1G2	994	1566	476	381	2968
AC078899.1	10	2	13	5	2
AC093151.1	2	0	1	8	0
ZNF90	41	7	40	165	137
AL157395.1	9	3	5	23	2
NAXD	873	1731	1809	932	1898
TM6SF2	30	16	13	16	0
PGAM1P7	17	1	6	6	7
MEF2B	5	9	1	5	12
ATP5PBP3	0	0	1	2	0
PCNAP3	1	0	11	3	5
KRT18P38	2	6	6	2	7
GANC	862	493	524	866	513
RPL32P23	0	0	0	1	0
RPSAP61	1	50	69	2	64
RRM2P3	3	13	2	3	2
RBM39P1	3	1	2	10	14
FTLP4	0	0	0	1	0
TTLL3	450	215	174	934	1021
REPIN1	1492	8169	6138	2798	3413
RPL23AP29	0	0	0	3	0
ATP5PBP4	0	0	0	3	0
MRPL23	481	572	442	170	695
ARPC3P5	2	2	1	3	9
ZNF891	313	147	477	1255	555
CLDN7P1	0	0	0	7	0
AC073310.1	0	0	1	3	0
LINC02418	244	5	183	1160	1824
PGAM1P4	2	0	9	17	14
IFNA7	1	0	0	1	0
LINC02347	0	0	19	13	5
IMPDH1P2	0	0	2	3	0
SMIM7	743	701	1256	678	1534
RPS11P7	0	0	0	3	9
UCA1	188	631	347	2040	454
FBXO16	30	45	45	34	135
ARF4P3	0	0	0	0	0
RPL7P17	16	1	11	30	0
TSPAN4	1697	161	78	165	59
RPL6P5	0	0	0	1	0
AL360182.1	8	0	10	50	5
MANEALP1	2	0	2	6	2
BX842568.1	0	0	0	0	0
RPL21P17	2	1	0	4	2
RPL23AP39	0	0	0	1	0
CPSF1P1	0	0	0	0	0
GNAQP1	11	0	6	6	0
CPNE1	2723	3269	2832	3116	18310
CYP4F30P	0	0	0	0	0
ARL16	419	435	372	203	1028
RPL9P21	2	1	2	7	80
AL096701.1	28	0	6	4	128
SMCO1	1	0	0	10	5
PLAC9P1	0	0	0	0	0
WEE2	5	4	1	9	2
PAXIP1.AS2	240	259	233	487	147
MAGEB1	0	0	0	3	0
TPT1P5	20	1	2	17	52
LDHAP4	0	0	0	0	0
PAFAH1B2P1	0	1	1	0	0
LYRM4	407	715	795	300	1931
MYCBP	480	1076	954	908	515
PRDX1P1	4	2	4	3	17
SNRPEP9	7	0	1	23	9
AC005005.1	0	0	0	3	0
TMEM213	44	57	19	8	28
AC094103.1	1	1	1	5	0
AC132008.2	422	372	367	660	650
PRCD	46	3	12	57	5
ACTN4P2	0	0	0	0	0
RPL7P60	0	0	1	6	2
AL390728.1	2	0	2	9	9
LINC00887	21	17	12	11	52
LINC02026	4	0	8	28	12
AC092952.1	0	0	0	2	0
ALG3	505	2805	1421	578	2623
SDC4P	0	0	0	1	0
AMZ2P1	167	374	142	238	896
PLEKHM1P1	1662	914	495	962	402
PPIAP23	0	0	0	1	0
PTMAP5	28	157	38	50	399
GCC2.AS1	13	37	21	17	85
XPOTP1	0	0	12	5	17
ST7.OT4	49	0	24	260	5
ZNF788P	10	1	2	46	9
RNF152P1	9	0	9	7	5
UBE2V1P2	7	7	1	27	17
SH3D21	1075	413	302	321	83
SMIM30	619	2084	1395	273	3174
HMGN2P31	0	0	0	2	0
TTC41P	20	13	21	51	24
EEF1A1P12	29	112	101	44	286
TPM3P2	0	0	0	3	0
RPS4XP1	4	1	9	21	59
HNRNPA1P43	0	0	1	3	0
KRT18P10	7	53	15	7	31
AC084017.1	0	0	0	2	0
CTAGE14P	2	0	1	16	0
C19orf38	34	21	10	23	24
IQCJ	4	0	0	8	0
TUBBP2	0	2	4	2	0
HNRNPA1P10	4	37	59	7	28
C17orf67	54	95	90	170	199
MINDY4B	0	0	0	4	0
AC004980.2	19	25	18	39	47
SETP21	7	2	9	5	7
PUDPP3	0	0	0	0	0
AC010336.1	13	2	45	23	17
CTAGE11P	11	0	1	6	0
AZGP1P2	0	0	6	6	0
FIS1	1079	2606	2948	682	3424
AC136896.1	0	0	0	0	0
RPS2P6	0	1	1	0	0
AC018695.1	1	0	2	2	17
ANKRD36BP1	0	0	0	0	0
RPSAP53	0	4	5	0	0
KCTD9P4	10	0	5	23	7
AC124312.1	0	0	0	0	0
STARP1	0	0	0	3	0
RPS3AP33	0	0	0	1	7
LGMNP1	16	8	6	13	5
AGGF1P1	2	0	3	3	0
ANG	68	141	59	43	411
AC010442.1	5	0	0	6	0
SCART1	156	53	87	124	135
AC046134.1	0	0	0	0	0
HMGN2P39	2	0	0	1	0
KRT8P14	0	5	1	3	2
RAD51AP1P1	16	0	7	77	2
NPS	0	0	0	3	0
PDCL3P3	0	0	0	1	5
HMGB3P13	0	0	0	0	0
RPL39P5	7	0	2	8	40
COLCA2	42	483	173	70	281
APTR	269	319	474	559	1004
FOXO1B	0	0	1	0	0
ALDOAP2	2	2	2	3	0
MRPS21P6	1	0	0	2	0
SPDYE3	22	0	12	146	31
AC022296.2	0	0	0	3	0
Metazoa_SRP.7	0	0	0	0	0
MBLAC1	26	24	29	23	33
AZGP1P1	0	1	6	6	7
ATP5MC1P6	8	0	4	1	2
CXADRP1	0	0	0	0	0
CBX1P4	7	0	0	1	0
CBX1P2	16	0	1	30	0
C3orf56	1	0	0	1	0
RPL31P1	0	0	0	0	0
SLC9B1P2	0	0	0	2	0
ABCD1P5	0	0	0	0	0
AC009053.1	444	134	161	465	83
CTAGE16P	1	0	0	5	0
FOXI3	0	0	0	2	0
SOGA3	4	1	4	13	0
ATP5PBP2	0	0	0	2	0
OR4F13P	1	0	0	3	0
AC011491.1	0	0	3	2	0
OR1X5P	0	0	0	1	0
VAC14.AS1	122	15	113	269	80
PAFAH1B1P1	7	0	1	16	0
NEURL1B	1679	125	1323	1577	591
RPL18P10	42	0	10	102	24
EFCAB9	0	0	2	7	2
RPS3AP36	2	1	4	4	66
EIF4EP5	0	0	1	8	0
HAUS3	570	637	742	777	728
CYB5AP2	2	0	0	3	0
RPLP2P1	2	0	1	1	5
VSTM5	62	8	63	35	2
NFYBP1	1	0	1	2	0
LINC00488	0	0	0	11	5
RPS3AP26	55	115	155	68	3779
TUBAP2	5	7	16	10	28
KANSL1.AS1	122	37	18	140	180
LCNL1	5	0	4	42	0
RAP1BP2	0	0	0	2	0
LINC02085	2	0	1	2	0
BBIP1	379	379	332	1491	690
TRIM77	0	0	0	4	0
GNAT3	0	0	0	9	0
KRT18P13	2	6	5	6	5
FAM149B1P1	1	0	0	3	2
LRRC37A4P	224	181	114	27	40
NPM1P10	0	0	0	1	0
CYCSP6	0	0	70	4	76
VPS33B.DT	2	18	10	3	217
GOLGA2P8	12	33	15	9	14
NIFKP1	0	0	0	1	2
AS3MT	2	2	1	0	17
FAM185BP	123	17	92	412	57
FAM187A	0	0	0	0	0
RCN1P2	0	0	0	2	0
PLIN5	33	49	60	36	125
RPL7P29	0	0	0	3	0
TPT1P6	11	13	11	24	163
SMARCE1P6	1	1	1	3	0
RPSAP28	0	0	0	2	12
RPL7P1	38	77	122	42	1163
OR7E148P	0	0	1	0	0
SEC14L6	7	0	2	8	5
SPINK13	2	0	0	5	0
HIGD1C	8	0	2	11	2
NOTO	0	0	2	3	5
KRT42P	15	9	2	11	7
PPME1	1367	1869	1853	867	964
KRTAP2.2	0	0	1	1	0
AC130709.1	11	0	7	11	0
AP000343.1	0	0	1	3	2
STARD10	1764	6996	3354	900	13288
KRT18P33	2	2	2	3	0
ZNF705E	19	2	6	14	9
RPS15AP1	13	61	35	30	778
RPS4XP3	0	3	10	8	45
GTF2IRD2P1	7	4	6	6	12
AC087491.1	5	233	11	25	71
MEG3	1218	0	5	3133	0
SDHCP2	8	0	0	11	0
COPS8P2	4	1	2	3	2
LRRC37A11P	9	0	1	14	0
AL365217.1	3	15	4	3	2
AC019077.1	0	0	1	4	0
RPL21P41	0	0	0	0	7
RBBP4P4	2	0	1	3	0
NUTM2D	36	110	52	62	5
GAPDHP15	3	0	1	3	0
CPEB1	34	0	3	30	5
HMGN2P15	1	0	1	9	2
ZNF971P	0	0	0	5	0
PGGT1BP2	0	0	1	0	0
AL354710.1	7	1	6	19	19
EML6	236	39	121	429	71
CTBP2P5	1	0	0	0	0
NPM1P36	0	0	0	0	0
ADAM24P	0	0	0	1	0
RPS19P1	3	2	3	4	142
AC142086.1	0	0	0	0	0
SLC6A10P	2	0	0	0	2
POLR3DP1	33	2	11	10	9
NDUFB5P2	5	0	2	54	2
RPSAP6	26	0	16	16	7
AL445529.1	0	1	0	0	14
DEFB113	0	0	0	0	0
DEFB133	0	0	0	3	0
COMMD4P1	3	19	4	2	0
AC073592.1	51	0	15	175	14
AL513122.1	4	1	5	23	0
ZNF727	188	0	1	184	2
HNRNPA3P3	0	1	0	4	2
B3GNT10	138	408	596	224	336
ZSWIM8	1773	1017	1220	660	924
RPLP1P5	0	0	0	0	2
KRT8P26	6	2	5	2	0
SLC29A4P2	0	0	0	0	0
SLC29A4P1	0	0	0	0	0
AL157702.1	1	0	0	0	0
RPL6P12	35	0	4	93	0
RPL9P16	73	0	0	30	0
IQCF5	0	0	0	0	0
ANKRD49P4	0	0	0	4	0
IQCF6	0	13	0	1	0
C10orf105	4	1	0	7	2
LINC01913	11	44	12	25	0
ARHGEF33	16	9	6	46	2
NPAP1P2	0	0	0	3	0
C12orf71	4	0	3	7	0
COMMD4P2	0	0	0	0	0
IFRD2	776	2722	1572	389	1690
AC116407.1	11	19	23	31	26
CAPN14	16	0	45	16	2
ZBED1	3332	1389	1946	1131	806
ZBED1.1	0	0	0	0	0
AC005562.1	24	14	9	30	14
KRT18P49	1	0	0	0	0
CDIPTOSP	7	9	7	3	17
RPL5P35	0	0	0	1	2
AL096814.1	0	0	0	0	0
TOMM6	0	0	0	0	0
MRPS5P3	0	0	0	0	0
GOT2P6	30	0	4	30	7
AL355309.1	2	0	0	0	369
